"user_message","business_type","intent","response"
"Can you create brand videos?","branding_services","service_inquiry","Yes, we produce brand videos that tell your story, showcase your values, and connect emotionally with customers. Video content is highly effective for brand building and engagement. Techrypt serves businesses in Karachi with remote consultations globally."
"What is brand architecture?","branding_services","service_inquiry","Brand architecture organizes multiple products, services, or sub-brands under a cohesive brand structure. It helps customers understand your offerings and builds brand equity. Techrypt serves businesses in Karachi with remote consultations globally."
"Can you design uniforms?","branding_services","service_inquiry","Yes, we design branded uniforms and apparel that reinforce your professional image and create team unity. Branded clothing serves as mobile advertising for your business. Techrypt serves businesses in Karachi with remote consultations globally."
"How do I measure brand success?","branding_services","service_inquiry","Brand success is measured through recognition rates, customer loyalty, premium pricing ability, and market share growth. We help track brand performance and optimization opportunities. Techrypt serves businesses in Karachi with remote consultations globally."
"What is brand evolution?","branding_services","service_inquiry","Brand evolution adapts your brand to changing markets, customer preferences, and business growth while maintaining core identity. Strategic evolution keeps brands relevant and competitive. Techrypt serves businesses in Karachi with remote consultations globally."
"Can you create digital brand assets?","branding_services","service_inquiry","Yes, we create digital brand assets including social media templates, email signatures, website graphics, and online advertising materials. Digital assets ensure consistent online presence. Techrypt serves businesses in Karachi with remote consultations globally."
"What is brand experience?","branding_services","service_inquiry","Brand experience encompasses every customer interaction with your brand from first impression to post-purchase support. Positive experiences build loyalty and advocacy. Techrypt serves businesses in Karachi with remote consultations globally."

"What is a chatbot?","chatbot_development","service_inquiry","A chatbot is an automated system that handles customer conversations 24/7, answers questions, collects information, and guides customers through your services. Chatbots improve customer service and generate leads. Techrypt serves businesses in Karachi with remote consultations globally."
"Do I need a chatbot?","chatbot_development","service_inquiry","Yes, chatbots provide 24/7 customer support, reduce response times, qualify leads, and free up your time for core business activities. They significantly improve customer satisfaction and conversion rates. Techrypt serves businesses in Karachi with remote consultations globally."
"How does a chatbot work?","chatbot_development","service_inquiry","Chatbots use artificial intelligence to understand customer questions and provide relevant responses. They can handle common inquiries, collect contact information, and schedule appointments automatically. Techrypt serves businesses in Karachi with remote consultations globally."
"Can you build a chatbot for me?","chatbot_development","service_inquiry","Yes, we develop custom chatbots tailored to your business needs with industry-specific conversation flows, lead capture, and appointment booking capabilities. Our chatbots integrate seamlessly with your website. Techrypt serves businesses in Karachi with remote consultations globally."
"What can chatbots do?","chatbot_development","service_inquiry","Chatbots answer questions, collect customer information, schedule appointments, provide product recommendations, handle complaints, and guide customers through your services 24/7. They automate customer interactions effectively. Techrypt serves businesses in Karachi with remote consultations globally."
"How much does a chatbot cost?","chatbot_development","pricing_inquiry","Chatbot costs vary based on complexity, features, and integration requirements. We provide customized solutions that fit your budget and business needs. Would you like to schedule a consultation to discuss your chatbot requirements?"
"Can chatbots book appointments?","chatbot_development","service_inquiry","Yes, our chatbots integrate with scheduling systems to book appointments, send confirmations, and manage calendar availability. Automated booking reduces no-shows and improves customer convenience. Techrypt serves businesses in Karachi with remote consultations globally."
"What is AI chatbot?","chatbot_development","service_inquiry","AI chatbots use artificial intelligence to understand natural language and provide intelligent responses. They learn from conversations and improve over time, providing more human-like interactions. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots handle multiple languages?","chatbot_development","service_inquiry","Yes, we develop multilingual chatbots that serve diverse customer bases in their preferred languages. This expands your market reach and improves customer satisfaction. Techrypt serves businesses in Karachi with remote consultations globally."
"How do chatbots generate leads?","chatbot_development","service_inquiry","Chatbots engage website visitors, qualify their needs, collect contact information, and guide them toward purchasing decisions. They convert more visitors into leads than traditional contact forms. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots integrate with my website?","chatbot_development","service_inquiry","Yes, our chatbots integrate seamlessly with any website, appearing as chat widgets that engage visitors and provide instant support. Integration is simple and doesn't affect website performance. Techrypt serves businesses in Karachi with remote consultations globally."
"What is chatbot training?","chatbot_development","service_inquiry","Chatbot training involves programming responses to common questions and scenarios specific to your business. We train chatbots with your industry knowledge and customer service approach. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots work on mobile?","chatbot_development","service_inquiry","Yes, our chatbots are fully responsive and work perfectly on mobile devices, tablets, and desktops. Mobile optimization is essential since most customers browse on phones. Techrypt serves businesses in Karachi with remote consultations globally."
"How do I measure chatbot success?","chatbot_development","service_inquiry","Chatbot success is measured through response rates, lead generation, customer satisfaction scores, and conversion rates. We provide detailed analytics and optimization recommendations. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots replace human support?","chatbot_development","service_inquiry","Chatbots handle routine inquiries and initial customer contact, but complex issues still require human intervention. They complement human support by filtering and qualifying customer needs. Techrypt serves businesses in Karachi with remote consultations globally."
"What is chatbot maintenance?","chatbot_development","service_inquiry","Chatbot maintenance includes updating responses, adding new features, monitoring performance, and optimizing conversation flows. Regular maintenance ensures optimal performance and customer satisfaction. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots send notifications?","chatbot_development","service_inquiry","Yes, chatbots can send appointment reminders, follow-up messages, promotional offers, and important updates to customers. Automated notifications improve engagement and reduce no-shows. Techrypt serves businesses in Karachi with remote consultations globally."
"How fast can you build a chatbot?","chatbot_development","timeline_inquiry","Custom chatbots typically take 1-2 weeks to develop and test, depending on complexity and features required. We provide regular updates throughout development process. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots handle payments?","chatbot_development","service_inquiry","Yes, we integrate secure payment processing into chatbots for collecting deposits, processing orders, and handling transactions. Payment integration streamlines the customer journey. Techrypt serves businesses in Karachi with remote consultations globally."
"What is chatbot analytics?","chatbot_development","service_inquiry","Chatbot analytics track conversation volume, response accuracy, user satisfaction, and conversion rates. Analytics help optimize chatbot performance and identify improvement opportunities. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots work with CRM?","chatbot_development","service_inquiry","Yes, our chatbots integrate with CRM systems to automatically update customer records, track interactions, and manage leads. CRM integration ensures seamless customer data management. Techrypt serves businesses in Karachi with remote consultations globally."
"What is conversational AI?","chatbot_development","service_inquiry","Conversational AI enables chatbots to understand context, maintain conversation flow, and provide more natural interactions. Advanced AI creates better customer experiences and higher satisfaction. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots qualify leads?","chatbot_development","service_inquiry","Yes, chatbots ask qualifying questions to assess customer needs, budget, and timeline before connecting them with sales teams. Lead qualification improves conversion rates and sales efficiency. Techrypt serves businesses in Karachi with remote consultations globally."
"How do chatbots learn?","chatbot_development","service_inquiry","Chatbots learn from customer interactions, feedback, and training data to improve responses over time. Machine learning capabilities enable continuous improvement and better customer service. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots work 24/7?","chatbot_development","service_inquiry","Yes, chatbots provide round-the-clock customer support without breaks, holidays, or time zone limitations. 24/7 availability significantly improves customer satisfaction and lead capture. Techrypt serves businesses in Karachi with remote consultations globally."
"What is chatbot personality?","chatbot_development","service_inquiry","Chatbot personality reflects your brand voice and communication style in automated conversations. We customize personality to match your business culture and customer expectations. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots handle complaints?","chatbot_development","service_inquiry","Yes, chatbots can acknowledge complaints, collect details, escalate to appropriate staff, and provide initial resolution steps. Proper complaint handling maintains customer relationships. Techrypt serves businesses in Karachi with remote consultations globally."
"How secure are chatbots?","chatbot_development","service_inquiry","Our chatbots use encryption, secure data storage, and privacy protection to safeguard customer information. Security is essential for maintaining trust and regulatory compliance. Techrypt serves businesses in Karachi with remote consultations globally."
"Can chatbots provide quotes?","chatbot_development","service_inquiry","Yes, chatbots can collect project requirements and provide instant quotes based on your pricing structure. Automated quoting speeds up the sales process and improves customer experience. Techrypt serves businesses in Karachi with remote consultations globally."
"What is chatbot ROI?","chatbot_development","service_inquiry","Chatbot ROI includes reduced support costs, increased lead generation, improved conversion rates, and time savings. Most businesses see positive ROI within 3-6 months of implementation. Techrypt serves businesses in Karachi with remote consultations globally."

"What is business automation?","automation_packages","service_inquiry","Business automation uses technology to streamline repetitive tasks, reduce manual work, and improve efficiency. Automation saves time, reduces errors, and allows you to focus on growing your business. Techrypt serves businesses in Karachi with remote consultations globally."
"Do I need automation for my business?","automation_packages","service_inquiry","Yes, automation significantly improves efficiency, reduces costs, eliminates human errors, and frees up time for strategic activities. Most businesses see immediate productivity improvements with automation. Techrypt serves businesses in Karachi with remote consultations globally."
"What can be automated in my business?","automation_packages","service_inquiry","Common automation includes appointment scheduling, email marketing, customer follow-ups, invoicing, inventory management, and social media posting. We identify the best automation opportunities for your business. Techrypt serves businesses in Karachi with remote consultations globally."
"How does automation help my business?","automation_packages","service_inquiry","Automation reduces manual work, improves accuracy, speeds up processes, enhances customer service, and increases profitability. It allows you to serve more customers without proportionally increasing costs. Techrypt serves businesses in Karachi with remote consultations globally."
"Can you automate my scheduling?","automation_packages","service_inquiry","Yes, we implement automated scheduling systems that handle bookings, send confirmations, manage cancellations, and sync with your calendar. Automated scheduling reduces no-shows and improves customer convenience. Techrypt serves businesses in Karachi with remote consultations globally."
"What is email automation?","automation_packages","service_inquiry","Email automation sends targeted messages based on customer actions, schedules follow-ups, nurtures leads, and maintains customer relationships without manual intervention. It significantly improves marketing effectiveness. Techrypt serves businesses in Karachi with remote consultations globally."
"How much does automation cost?","automation_packages","pricing_inquiry","Automation costs vary based on complexity and systems involved. Most automation pays for itself within months through time savings and efficiency gains. Would you like to schedule a consultation to discuss your automation needs?"
"Can you automate customer follow-ups?","automation_packages","service_inquiry","Yes, we create automated follow-up sequences that nurture leads, request reviews, schedule maintenance, and maintain customer relationships. Consistent follow-up significantly improves customer retention. Techrypt serves businesses in Karachi with remote consultations globally."
"What is workflow automation?","automation_packages","service_inquiry","Workflow automation connects different business processes to work together seamlessly, eliminating manual handoffs and reducing processing time. Streamlined workflows improve efficiency and customer experience. Techrypt serves businesses in Karachi with remote consultations globally."
"Can automation help with invoicing?","automation_packages","service_inquiry","Yes, we automate invoice generation, payment reminders, receipt processing, and financial reporting. Automated invoicing improves cash flow and reduces administrative burden. Techrypt serves businesses in Karachi with remote consultations globally."
"How do I start with automation?","automation_packages","service_inquiry","We begin by analyzing your current processes, identifying automation opportunities, and implementing solutions gradually. Starting with high-impact, low-complexity automations ensures quick wins. Techrypt serves businesses in Karachi with remote consultations globally."
"What is CRM automation?","automation_packages","service_inquiry","CRM automation manages customer data, tracks interactions, triggers follow-ups, and scores leads automatically. It ensures no customer falls through the cracks and improves sales efficiency. Techrypt serves businesses in Karachi with remote consultations globally."
"Can you automate social media posting?","automation_packages","service_inquiry","Yes, we set up automated social media scheduling that posts content at optimal times, maintains consistent presence, and engages with your audience. Social media automation saves hours weekly. Techrypt serves businesses in Karachi with remote consultations globally."
"What is inventory automation?","automation_packages","service_inquiry","Inventory automation tracks stock levels, triggers reorders, manages suppliers, and prevents stockouts. Automated inventory management reduces costs and ensures product availability. Techrypt serves businesses in Karachi with remote consultations globally."
"Can automation improve customer service?","automation_packages","service_inquiry","Yes, automation provides instant responses, routes inquiries to appropriate staff, tracks resolution times, and ensures consistent service quality. Automated customer service improves satisfaction and efficiency. Techrypt serves businesses in Karachi with remote consultations globally."
"What is marketing automation?","automation_packages","service_inquiry","Marketing automation nurtures leads through personalized email sequences, scores prospects, triggers campaigns based on behavior, and tracks ROI. It significantly improves marketing effectiveness and conversion rates. Techrypt serves businesses in Karachi with remote consultations globally."
"How long does automation implementation take?","automation_packages","timeline_inquiry","Automation implementation typically takes 2-4 weeks depending on complexity and systems involved. We implement gradually to minimize disruption and ensure smooth transitions. Techrypt serves businesses in Karachi with remote consultations globally."
"Can automation integrate with my existing systems?","automation_packages","service_inquiry","Yes, we integrate automation with your current software, databases, and tools to create seamless workflows. Integration ensures automation enhances rather than replaces your existing processes. Techrypt serves businesses in Karachi with remote consultations globally."
"What is process automation?","automation_packages","service_inquiry","Process automation eliminates manual steps in business procedures, reduces processing time, and ensures consistent execution. Automated processes improve quality and free up staff for higher-value activities. Techrypt serves businesses in Karachi with remote consultations globally."
"Can you automate reporting?","automation_packages","service_inquiry","Yes, we create automated reports that compile data, generate insights, and deliver regular updates on business performance. Automated reporting provides timely information for better decision-making. Techrypt serves businesses in Karachi with remote consultations globally."
"What is lead automation?","automation_packages","service_inquiry","Lead automation captures prospects, scores their quality, nurtures them through sales funnels, and alerts sales teams when leads are ready to buy. It significantly improves conversion rates. Techrypt serves businesses in Karachi with remote consultations globally."
"How do I measure automation success?","automation_packages","service_inquiry","Automation success is measured through time savings, error reduction, cost savings, and productivity improvements. We provide metrics and ROI analysis to demonstrate automation value. Techrypt serves businesses in Karachi with remote consultations globally."
"Can automation handle customer onboarding?","automation_packages","service_inquiry","Yes, we automate customer onboarding with welcome sequences, document collection, account setup, and training delivery. Automated onboarding ensures consistent experience and faster activation. Techrypt serves businesses in Karachi with remote consultations globally."
"What is data automation?","automation_packages","service_inquiry","Data automation collects, processes, and analyzes business information without manual intervention. It provides real-time insights and eliminates data entry errors. Techrypt serves businesses in Karachi with remote consultations globally."
"Can you automate appointment reminders?","automation_packages","service_inquiry","Yes, we set up automated reminder systems that send confirmations, follow-ups, and rescheduling options via email and SMS. Automated reminders significantly reduce no-shows. Techrypt serves businesses in Karachi with remote consultations globally."
"What is sales automation?","automation_packages","service_inquiry","Sales automation manages leads, tracks opportunities, sends proposals, and follows up with prospects automatically. It ensures consistent sales processes and improves conversion rates. Techrypt serves businesses in Karachi with remote consultations globally."
"How secure is business automation?","automation_packages","service_inquiry","Our automation solutions use encryption, secure APIs, and access controls to protect your business data. Security is built into every automation system we implement. Techrypt serves businesses in Karachi with remote consultations globally."
"Can automation help with compliance?","automation_packages","service_inquiry","Yes, automation ensures consistent compliance with regulations through standardized processes, audit trails, and automatic documentation. Compliance automation reduces risk and administrative burden. Techrypt serves businesses in Karachi with remote consultations globally."
"What is task automation?","automation_packages","service_inquiry","Task automation handles repetitive activities like data entry, file organization, and routine communications. It eliminates mundane work and allows staff to focus on strategic activities. Techrypt serves businesses in Karachi with remote consultations globally."
"Can you provide automation training?","automation_packages","service_inquiry","Yes, we provide comprehensive training on using and managing automated systems. Training ensures your team can effectively utilize automation tools and maximize their benefits. Techrypt serves businesses in Karachi with remote consultations globally."

"What is payment gateway integration?","payment_gateway","service_inquiry","Payment gateway integration enables secure online payment processing for your business, accepting credit cards, digital wallets, and other payment methods. It streamlines transactions and improves customer convenience. Techrypt serves businesses in Karachi with remote consultations globally."
"Do I need online payment processing?","payment_gateway","service_inquiry","Yes, online payment processing increases sales, improves cash flow, reduces payment collection time, and provides customer convenience. Most customers expect multiple payment options today. Techrypt serves businesses in Karachi with remote consultations globally."
"How does payment gateway work?","payment_gateway","service_inquiry","Payment gateways securely process customer payment information, verify transactions, and transfer funds to your account. They handle all security requirements and compliance automatically. Techrypt serves businesses in Karachi with remote consultations globally."
"Can you set up online payments for me?","payment_gateway","service_inquiry","Yes, we integrate secure payment gateways with your website, invoicing system, or mobile app. Our payment solutions support multiple payment methods and ensure PCI compliance. Techrypt serves businesses in Karachi with remote consultations globally."
"What payment methods can I accept?","payment_gateway","service_inquiry","You can accept credit cards, debit cards, digital wallets, bank transfers, and mobile payments. We help you choose the best payment methods for your customer base and business type. Techrypt serves businesses in Karachi with remote consultations globally."
"How much do payment gateways cost?","payment_gateway","pricing_inquiry","Payment gateway costs include setup fees and transaction percentages that vary by provider and volume. We help you find the most cost-effective solution for your business needs. Would you like to discuss payment processing options?"
"Is online payment processing secure?","payment_gateway","service_inquiry","Yes, modern payment gateways use encryption, tokenization, and fraud protection to secure transactions. We implement PCI-compliant solutions that protect customer data and your business. Techrypt serves businesses in Karachi with remote consultations globally."
"Can payment gateways prevent fraud?","payment_gateway","service_inquiry","Yes, payment gateways include fraud detection, risk scoring, and verification tools that identify and prevent suspicious transactions. Advanced fraud protection reduces chargebacks and losses. Techrypt serves businesses in Karachi with remote consultations globally."
"How fast are payment processing times?","payment_gateway","service_inquiry","Most transactions process instantly for customers, with funds typically settling in your account within 1-3 business days. Fast processing improves customer experience and cash flow. Techrypt serves businesses in Karachi with remote consultations globally."
"Can I accept international payments?","payment_gateway","service_inquiry","Yes, we set up payment gateways that accept international cards and currencies, expanding your market reach globally. Multi-currency support increases sales opportunities. Techrypt serves businesses in Karachi with remote consultations globally."
"What is PCI compliance?","payment_gateway","service_inquiry","PCI compliance ensures your payment processing meets security standards for protecting customer card data. Compliant systems reduce liability and build customer trust. Techrypt serves businesses in Karachi with remote consultations globally."
"Can payment gateways integrate with my website?","payment_gateway","service_inquiry","Yes, we integrate payment gateways seamlessly with any website, e-commerce platform, or mobile app. Integration maintains your site's design while adding secure payment functionality. Techrypt serves businesses in Karachi with remote consultations globally."
"How do I handle payment disputes?","payment_gateway","service_inquiry","Payment gateways provide dispute management tools and documentation to handle chargebacks effectively. Proper dispute handling protects your merchant account and reduces losses. Techrypt serves businesses in Karachi with remote consultations globally."
"Can I accept recurring payments?","payment_gateway","service_inquiry","Yes, we set up subscription billing and recurring payment processing for membership businesses, services, and products. Automated recurring billing improves cash flow predictability. Techrypt serves businesses in Karachi with remote consultations globally."
"What is payment tokenization?","payment_gateway","service_inquiry","Payment tokenization replaces sensitive card data with secure tokens, reducing security risks and compliance requirements. Tokenization protects customer information and your business. Techrypt serves businesses in Karachi with remote consultations globally."
"Can payment gateways send receipts?","payment_gateway","service_inquiry","Yes, payment gateways automatically generate and send digital receipts to customers via email or SMS. Automated receipts improve customer experience and record-keeping. Techrypt serves businesses in Karachi with remote consultations globally."
"How do I track payment analytics?","payment_gateway","service_inquiry","Payment gateways provide detailed reporting on transaction volumes, success rates, popular payment methods, and revenue trends. Analytics help optimize your payment strategy. Techrypt serves businesses in Karachi with remote consultations globally."
"Can I customize payment pages?","payment_gateway","service_inquiry","Yes, we customize payment pages to match your brand design and user experience. Branded payment pages build trust and improve conversion rates. Techrypt serves businesses in Karachi with remote consultations globally."
"What happens if payments fail?","payment_gateway","service_inquiry","Payment gateways provide retry logic, alternative payment methods, and failure notifications to recover failed transactions. Proper failure handling minimizes lost sales. Techrypt serves businesses in Karachi with remote consultations globally."
"Can payment gateways handle refunds?","payment_gateway","service_inquiry","Yes, payment gateways process refunds automatically and provide refund management tools. Easy refund processing improves customer satisfaction and reduces administrative work. Techrypt serves businesses in Karachi with remote consultations globally."
"How do I choose a payment gateway?","payment_gateway","service_inquiry","Payment gateway selection depends on your business type, transaction volume, customer location, and feature requirements. We analyze your needs and recommend optimal solutions. Techrypt serves businesses in Karachi with remote consultations globally."
"Can I accept mobile payments?","payment_gateway","service_inquiry","Yes, we integrate mobile payment solutions including Apple Pay, Google Pay, and mobile wallets. Mobile payments provide convenience and security for smartphone users. Techrypt serves businesses in Karachi with remote consultations globally."
"What is payment gateway API?","payment_gateway","service_inquiry","Payment gateway APIs allow custom integration with your existing systems, enabling seamless payment processing within your business workflow. API integration provides maximum flexibility. Techrypt serves businesses in Karachi with remote consultations globally."
"How do I handle payment taxes?","payment_gateway","service_inquiry","Payment gateways can calculate and collect taxes automatically based on customer location and product types. Automated tax handling ensures compliance and accuracy. Techrypt serves businesses in Karachi with remote consultations globally."
"Can payment gateways work offline?","payment_gateway","service_inquiry","Yes, we provide offline payment solutions including card readers and mobile terminals for in-person transactions. Omnichannel payment processing serves all customer preferences. Techrypt serves businesses in Karachi with remote consultations globally."
"What is payment gateway uptime?","payment_gateway","service_inquiry","Reliable payment gateways maintain 99.9% uptime to ensure your payment processing is always available. High uptime prevents lost sales and maintains customer trust. Techrypt serves businesses in Karachi with remote consultations globally."
"Can I split payments between accounts?","payment_gateway","service_inquiry","Yes, payment gateways support split payments for marketplaces, partnerships, and commission structures. Split payment functionality enables complex business models. Techrypt serves businesses in Karachi with remote consultations globally."
"How do I migrate to a new payment gateway?","payment_gateway","service_inquiry","We handle payment gateway migration with minimal downtime, data transfer, and testing to ensure smooth transitions. Professional migration prevents payment disruptions. Techrypt serves businesses in Karachi with remote consultations globally."
"What is payment gateway redundancy?","payment_gateway","service_inquiry","Payment gateway redundancy uses multiple processors to ensure payment availability if one system fails. Redundant systems maximize uptime and prevent lost sales. Techrypt serves businesses in Karachi with remote consultations globally."
"Can payment gateways integrate with accounting?","payment_gateway","service_inquiry","Yes, we integrate payment gateways with accounting software for automatic transaction recording, reconciliation, and financial reporting. Integration streamlines bookkeeping and reduces errors. Techrypt serves businesses in Karachi with remote consultations globally."
"services","general","service_inquiry","Here are Techrypt's 6 core services:

• Website Development - Professional websites with SEO optimization

• Social Media Marketing - Strategic campaigns for Instagram, Facebook, LinkedIn

• Branding Services - Logo design, brand identity, and marketing materials

• Chatbot Development - AI-powered customer service automation

• Automation Packages - Business process automation solutions

• Payment Gateway Integration - Secure payment processing (Stripe, PayPal, etc.)

Which service would help your business most?"
"list services","general","service_inquiry","Here are Techrypt's 6 core services:

• Website Development - Professional websites with SEO optimization

• Social Media Marketing - Strategic campaigns for Instagram, Facebook, LinkedIn

• Branding Services - Logo design, brand identity, and marketing materials

• Chatbot Development - AI-powered customer service automation

• Automation Packages - Business process automation solutions

• Payment Gateway Integration - Secure payment processing (Stripe, PayPal, etc.)

Which service would help your business most?"
"what do you do","general","service_inquiry","Here are Techrypt's 6 core services:

• Website Development - Professional websites with SEO optimization

• Social Media Marketing - Strategic campaigns for Instagram, Facebook, LinkedIn

• Branding Services - Logo design, brand identity, and marketing materials

• Chatbot Development - AI-powered customer service automation

• Automation Packages - Business process automation solutions

• Payment Gateway Integration - Secure payment processing (Stripe, PayPal, etc.)

Which service would help your business most?"
"list your services","general","service_inquiry","Here are Techrypt's 6 core services:

• Website Development - Professional websites with SEO optimization

• Social Media Marketing - Strategic campaigns for Instagram, Facebook, LinkedIn

• Branding Services - Logo design, brand identity, and marketing materials

• Chatbot Development - AI-powered customer service automation

• Automation Packages - Business process automation solutions

• Payment Gateway Integration - Secure payment processing (Stripe, PayPal, etc.)

Which service would help your business most?"
